"","NRI_ID","STATE","STATEABBRV","COUNTY","AVLN_risk","CFLD_risk","CWAV_risk","DRGT_risk","ERQK_risk","HAIL_risk","HWAV_risk","HRCN_risk","ISTM_risk","LNDS_risk","LTNG_risk","RFLD_risk","SWND_risk","TRND_risk","TSUN_risk","VLCN_risk","WFIR_risk","WNTW_risk"
"830","C19079","Iowa","IA","Hamilton",1,1,4,2,2,4,3,2,3,2,4,3,4,3,1,1,2,3
"831","C19081","Iowa","IA","Hancock",1,1,4,2,2,3,2,1,3,2,3,2,4,3,1,1,2,4
"832","C19083","Iowa","IA","Hardin",1,1,4,2,2,4,2,2,3,2,4,3,5,3,1,1,2,3
"833","C19085","Iowa","IA","Harrison",1,1,3,2,2,4,3,1,3,2,4,2,4,3,1,1,2,3
"834","C19087","Iowa","IA","Henry",1,1,3,2,2,3,3,2,2,2,4,2,4,2,1,1,2,3
"835","C19089","Iowa","IA","Howard",1,1,3,2,2,3,2,2,3,2,3,2,4,2,1,1,2,4
"836","C19091","Iowa","IA","Humboldt",1,1,4,2,2,3,2,2,3,2,4,3,4,2,1,1,2,3
"837","C19093","Iowa","IA","Ida",1,1,3,2,2,4,3,1,3,2,3,2,4,2,1,1,2,3
"838","C19095","Iowa","IA","Iowa",1,1,3,2,2,3,3,2,3,2,4,3,5,3,1,1,2,3
"839","C19097","Iowa","IA","Jackson",1,1,4,2,2,3,3,2,3,2,4,2,5,3,1,1,2,3
"840","C19099","Iowa","IA","Jasper",1,1,3,2,2,4,3,2,3,2,4,3,5,3,1,1,2,3
"841","C19101","Iowa","IA","Jefferson",1,1,3,2,2,3,3,2,2,2,4,2,4,2,1,1,2,3
"842","C19103","Iowa","IA","Johnson",1,1,3,2,2,3,3,2,3,2,4,3,5,3,1,1,2,3
"843","C19105","Iowa","IA","Jones",1,1,4,2,2,3,3,2,2,2,4,2,5,3,1,1,2,3
"844","C19107","Iowa","IA","Keokuk",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,3
"845","C19109","Iowa","IA","Kossuth",1,1,4,2,2,3,2,1,3,2,3,3,3,3,1,1,2,4
"846","C19111","Iowa","IA","Lee",1,1,3,2,2,3,3,2,2,2,4,3,4,2,1,1,2,3
"847","C19113","Iowa","IA","Linn",1,1,4,2,2,3,3,2,2,2,4,3,5,3,1,1,2,3
"848","C19115","Iowa","IA","Louisa",1,1,3,2,2,3,3,2,3,2,4,3,5,2,1,1,2,3
"849","C19117","Iowa","IA","Lucas",1,1,3,2,2,3,3,2,3,2,4,3,4,2,1,1,2,3
"850","C19119","Iowa","IA","Lyon",1,1,3,2,2,4,2,1,4,2,3,3,4,3,1,1,2,3
"851","C19121","Iowa","IA","Madison",1,1,3,2,2,4,3,2,3,2,4,2,5,3,1,1,2,3
"852","C19123","Iowa","IA","Mahaska",1,1,3,2,2,3,3,2,3,2,4,4,5,2,1,1,2,3
"853","C19125","Iowa","IA","Marion",1,1,3,2,2,3,3,2,3,2,4,4,5,2,1,1,2,3
"854","C19127","Iowa","IA","Marshall",1,1,3,2,2,4,3,2,3,2,4,3,5,3,1,1,2,3
"855","C19129","Iowa","IA","Mills",1,1,3,2,2,4,3,1,3,2,4,2,4,2,1,1,2,3
"856","C19131","Iowa","IA","Mitchell",1,1,3,2,2,3,2,1,3,2,3,2,4,2,1,1,2,4
"857","C19133","Iowa","IA","Monona",1,1,3,2,2,4,3,1,3,2,3,2,4,3,1,1,2,3
"858","C19135","Iowa","IA","Monroe",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,3
"859","C19137","Iowa","IA","Montgomery",1,1,3,2,2,4,3,1,3,2,4,2,4,2,1,1,2,3
"860","C19139","Iowa","IA","Muscatine",1,1,3,2,2,3,3,2,3,2,4,3,5,2,1,1,2,3
"861","C19141","Iowa","IA","O'Brien",1,1,3,2,2,4,2,1,3,2,3,2,4,3,1,1,2,3
"862","C19143","Iowa","IA","Osceola",1,1,4,2,2,4,2,1,4,2,3,2,4,2,1,1,2,3
"863","C19145","Iowa","IA","Page",1,1,3,2,2,4,3,1,3,2,4,2,4,2,1,1,2,3
"864","C19147","Iowa","IA","Palo Alto",1,1,4,2,2,3,2,1,3,2,3,3,3,2,1,1,2,4
"865","C19149","Iowa","IA","Plymouth",1,1,3,2,2,4,3,1,4,2,3,3,4,3,1,1,2,3
"866","C19151","Iowa","IA","Pocahontas",1,1,4,2,2,3,2,1,3,2,4,2,4,3,1,1,2,3
"867","C19153","Iowa","IA","Polk",1,1,3,2,2,4,3,2,3,2,4,4,5,3,1,1,2,3
"868","C19155","Iowa","IA","Pottawattamie",1,1,3,2,2,4,3,1,3,2,4,2,4,3,1,1,2,3
"869","C19157","Iowa","IA","Poweshiek",1,1,3,2,2,3,3,2,3,2,4,2,5,3,1,1,2,3
"870","C19159","Iowa","IA","Ringgold",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,3
"871","C19161","Iowa","IA","Sac",1,1,4,2,2,3,3,1,3,2,4,2,4,2,1,1,2,3
"872","C19163","Iowa","IA","Scott",1,1,3,2,2,3,3,2,3,2,4,3,5,2,1,1,2,3
"873","C19165","Iowa","IA","Shelby",1,1,3,2,2,4,3,1,3,2,4,2,4,3,1,1,2,3
"874","C19167","Iowa","IA","Sioux",1,1,3,2,2,4,2,1,3,2,3,3,4,3,1,1,2,3
"875","C19169","Iowa","IA","Story",1,1,4,2,2,4,3,2,3,2,4,3,5,3,1,1,2,3
"876","C19171","Iowa","IA","Tama",1,1,4,2,2,3,3,2,3,2,4,2,5,3,1,1,2,3
"877","C19173","Iowa","IA","Taylor",1,1,3,2,2,4,3,2,3,2,4,2,4,2,1,1,2,3
"878","C19175","Iowa","IA","Union",1,1,3,2,2,4,3,2,3,2,4,2,4,2,1,1,2,3
"879","C19177","Iowa","IA","Van Buren",1,1,3,2,2,3,3,2,2,2,4,2,4,2,1,1,2,3
"880","C19179","Iowa","IA","Wapello",1,1,3,2,2,3,3,2,3,2,4,3,4,2,1,1,2,3
"881","C19181","Iowa","IA","Warren",1,1,3,2,2,4,3,2,3,2,4,3,5,3,1,1,2,3
"882","C19183","Iowa","IA","Washington",1,1,3,2,2,3,3,2,2,2,4,2,5,3,1,1,2,3
"883","C19185","Iowa","IA","Wayne",1,1,3,2,2,3,3,2,2,2,4,3,4,2,1,1,2,3
"884","C19187","Iowa","IA","Webster",1,1,4,2,2,3,3,2,3,2,4,4,4,3,1,1,2,3
"885","C19189","Iowa","IA","Winnebago",1,1,4,2,2,3,2,1,3,2,3,2,3,2,1,1,2,4
"886","C19191","Iowa","IA","Winneshiek",1,1,3,2,2,3,2,2,3,2,3,2,4,2,1,1,2,3
"887","C19193","Iowa","IA","Woodbury",1,1,3,2,2,4,3,1,3,2,3,3,4,3,1,1,2,3
"888","C19195","Iowa","IA","Worth",1,1,4,2,2,3,2,1,3,2,3,2,3,2,1,1,2,4
"889","C19197","Iowa","IA","Wright",1,1,4,2,2,3,2,2,3,2,4,3,4,3,1,1,2,3
"890","C20001","Kansas","KS","Allen",1,1,3,2,2,4,5,2,2,2,4,2,4,2,1,1,2,3
"891","C20003","Kansas","KS","Anderson",1,1,3,2,2,4,4,1,3,2,4,3,5,2,1,1,2,3
"892","C20005","Kansas","KS","Atchison",1,1,3,3,2,5,4,1,3,2,4,3,5,2,1,1,2,3
"893","C20007","Kansas","KS","Barber",1,1,3,3,2,5,2,2,3,2,4,2,4,4,1,1,2,2
"894","C20009","Kansas","KS","Barton",1,1,3,3,2,5,3,1,3,2,4,2,5,4,1,1,2,3
"895","C20011","Kansas","KS","Bourbon",1,1,3,2,2,4,5,2,3,2,4,3,4,2,1,1,2,3
"896","C20013","Kansas","KS","Brown",1,1,3,2,2,4,4,1,3,2,4,2,4,2,1,1,2,3
"897","C20015","Kansas","KS","Butler",1,1,3,3,2,5,4,2,3,2,4,3,5,4,1,1,2,3
"898","C20017","Kansas","KS","Chase",1,1,3,3,2,4,4,1,3,2,4,2,5,3,1,1,3,3
"899","C20019","Kansas","KS","Chautauqua",1,1,3,3,2,4,5,2,3,2,4,2,5,3,1,1,4,3
"900","C20021","Kansas","KS","Cherokee",1,1,3,2,2,4,5,2,4,2,4,4,5,3,1,1,2,2
"901","C20023","Kansas","KS","Cheyenne",1,1,3,3,2,4,2,1,2,2,3,2,4,4,1,1,2,3
"902","C20025","Kansas","KS","Clark",1,1,3,3,2,5,2,2,3,2,3,2,4,3,1,1,3,3
"903","C20027","Kansas","KS","Clay",1,1,3,2,2,4,3,1,4,2,4,2,4,3,1,1,2,3
"904","C20029","Kansas","KS","Cloud",1,1,3,2,2,4,3,1,3,2,4,2,4,3,1,1,2,3
"905","C20031","Kansas","KS","Coffey",1,1,3,2,2,4,4,1,3,2,4,2,5,2,1,1,2,3
"906","C20033","Kansas","KS","Comanche",1,1,3,3,2,5,2,2,3,2,4,2,4,5,1,1,3,2
"907","C20035","Kansas","KS","Cowley",1,1,3,3,2,5,5,2,3,2,4,2,5,4,1,1,3,3
"908","C20037","Kansas","KS","Crawford",1,1,3,2,2,4,5,2,3,2,4,3,4,2,1,1,2,3
"909","C20039","Kansas","KS","Decatur",1,1,3,3,2,4,2,1,2,2,3,2,4,3,1,1,2,3
"910","C20041","Kansas","KS","Dickinson",1,1,3,2,2,4,4,1,4,2,4,2,5,3,1,1,2,3
"911","C20043","Kansas","KS","Doniphan",1,1,3,3,2,4,4,1,3,2,4,2,5,2,1,1,2,3
"912","C20045","Kansas","KS","Douglas",1,1,3,2,2,5,4,1,4,2,4,3,5,2,1,1,2,3
"913","C20047","Kansas","KS","Edwards",1,1,3,3,2,5,2,1,3,2,4,2,4,3,1,1,2,2
"914","C20049","Kansas","KS","Elk",1,1,3,2,2,4,5,2,3,2,4,2,5,3,1,1,3,3
"915","C20051","Kansas","KS","Ellis",1,1,3,3,2,5,2,1,3,2,3,2,4,4,1,1,2,3
"916","C20053","Kansas","KS","Ellsworth",1,1,3,2,2,5,3,1,3,2,4,2,5,3,1,1,3,3
"917","C20055","Kansas","KS","Finney",1,1,3,3,2,5,2,1,3,2,3,2,4,5,1,1,2,3
"918","C20057","Kansas","KS","Ford",1,1,3,3,2,5,2,1,3,2,3,2,4,4,1,1,2,3
"919","C20059","Kansas","KS","Franklin",1,1,3,2,2,5,4,1,3,2,4,2,5,2,1,1,2,3
"920","C20061","Kansas","KS","Geary",1,1,3,2,2,4,4,1,4,2,4,2,4,2,1,1,2,3
"921","C20063","Kansas","KS","Gove",1,1,3,3,2,4,2,1,2,2,3,2,4,4,1,1,2,3
"922","C20065","Kansas","KS","Graham",1,1,3,3,2,4,2,1,2,2,3,2,4,3,1,1,2,3
"923","C20067","Kansas","KS","Grant",1,1,3,4,2,4,2,1,2,2,3,2,3,3,1,1,2,3
"924","C20069","Kansas","KS","Gray",1,1,3,3,2,5,2,1,3,2,3,2,4,3,1,1,2,3
"925","C20071","Kansas","KS","Greeley",1,1,3,3,2,4,2,1,2,2,3,2,3,3,1,1,2,3
"926","C20073","Kansas","KS","Greenwood",1,1,3,2,2,4,5,1,3,2,4,2,5,3,1,1,2,3
"927","C20075","Kansas","KS","Hamilton",1,1,3,3,2,4,2,1,2,2,3,2,3,4,1,1,2,3
"928","C20077","Kansas","KS","Harper",1,1,3,3,2,5,4,2,3,2,4,2,5,3,1,1,2,2
"929","C20079","Kansas","KS","Harvey",1,1,3,3,2,5,4,1,3,2,4,2,5,3,1,1,2,3
"930","C20081","Kansas","KS","Haskell",1,1,3,3,2,5,2,1,3,2,3,2,4,3,1,1,2,3
"931","C20083","Kansas","KS","Hodgeman",1,1,3,3,2,5,2,1,3,2,3,2,4,4,1,1,2,3
"932","C20085","Kansas","KS","Jackson",1,1,3,2,2,5,4,1,3,2,4,2,5,3,1,1,2,3
"933","C20087","Kansas","KS","Jefferson",1,1,3,2,2,5,4,1,4,2,4,2,5,2,1,1,2,3
"934","C20089","Kansas","KS","Jewell",1,1,3,2,2,4,3,1,3,2,3,2,4,3,1,1,2,3
"935","C20091","Kansas","KS","Johnson",1,1,3,2,2,5,5,1,3,2,4,3,5,2,1,1,2,3
"936","C20093","Kansas","KS","Kearny",1,1,3,3,2,4,2,1,2,2,3,2,3,3,1,1,2,3
"937","C20095","Kansas","KS","Kingman",1,1,3,3,2,5,4,2,3,2,4,2,5,3,1,1,2,2
"938","C20097","Kansas","KS","Kiowa",1,1,3,3,2,5,2,1,3,2,4,2,4,3,1,1,3,2
"939","C20099","Kansas","KS","Labette",1,1,3,2,2,4,5,2,3,2,4,3,5,3,1,1,2,3
"940","C20101","Kansas","KS","Lane",1,1,3,3,2,5,2,1,3,2,3,2,4,3,1,1,2,3
"941","C20103","Kansas","KS","Leavenworth",1,1,3,2,2,5,5,1,4,2,4,4,5,2,1,1,2,3
"942","C20105","Kansas","KS","Lincoln",1,1,3,2,2,4,3,1,3,2,4,2,4,3,1,1,2,3
"943","C20107","Kansas","KS","Linn",1,1,3,2,2,4,5,2,3,2,4,2,5,2,1,1,2,3
"944","C20109","Kansas","KS","Logan",1,1,3,3,2,4,2,1,2,2,3,2,4,4,1,1,2,3
"945","C20111","Kansas","KS","Lyon",1,1,3,2,2,4,4,1,3,2,4,3,5,3,1,1,2,3
"946","C20113","Kansas","KS","McPherson",1,1,3,3,2,5,4,1,3,2,4,2,5,4,1,1,2,3
"947","C20115","Kansas","KS","Marion",1,1,3,3,2,5,4,1,3,2,4,2,5,3,1,1,2,3
"948","C20117","Kansas","KS","Marshall",1,1,3,2,2,4,3,1,3,2,4,2,4,3,1,1,2,3
"949","C20119","Kansas","KS","Meade",1,1,3,3,2,5,2,1,3,2,3,2,4,4,1,1,2,3
"950","C20121","Kansas","KS","Miami",1,1,3,2,2,4,5,1,3,2,4,2,5,2,1,1,2,3
"951","C20123","Kansas","KS","Mitchell",1,1,3,2,2,4,3,1,3,2,3,2,4,3,1,1,2,3
"952","C20125","Kansas","KS","Montgomery",1,1,3,2,2,4,5,2,3,2,4,3,5,3,1,1,2,3
"953","C20127","Kansas","KS","Morris",1,1,3,3,2,4,4,1,3,2,4,2,5,3,1,1,2,3
"954","C20129","Kansas","KS","Morton",1,1,3,4,2,4,2,1,2,2,3,2,3,3,1,1,2,3
"955","C20131","Kansas","KS","Nemaha",1,1,3,2,2,4,4,1,3,2,4,2,4,3,1,1,2,3
"956","C20133","Kansas","KS","Neosho",1,1,3,2,2,4,5,2,3,2,4,2,4,2,1,1,2,3
"957","C20135","Kansas","KS","Ness",1,1,3,3,2,5,2,1,3,2,3,2,4,4,1,1,2,3
"958","C20137","Kansas","KS","Norton",1,1,3,3,2,4,2,1,2,2,3,2,4,3,1,1,2,3
"959","C20139","Kansas","KS","Osage",1,1,3,2,2,5,4,1,3,2,4,2,5,3,1,1,2,3
"960","C20141","Kansas","KS","Osborne",1,1,3,3,2,4,3,1,3,2,3,2,4,3,1,1,2,3
"961","C20143","Kansas","KS","Ottawa",1,1,3,2,2,4,4,1,4,2,4,2,4,3,1,1,2,3
"962","C20145","Kansas","KS","Pawnee",1,1,3,3,2,5,2,1,3,2,3,2,5,4,1,1,2,2
"963","C20147","Kansas","KS","Phillips",1,1,3,3,2,4,3,1,3,2,3,2,4,3,1,1,2,3
"964","C20149","Kansas","KS","Pottawatomie",1,1,3,2,2,4,4,1,3,2,4,2,4,3,1,1,2,3
"965","C20151","Kansas","KS","Pratt",1,1,3,3,2,5,2,1,3,2,4,2,5,3,1,1,2,2
"966","C20153","Kansas","KS","Rawlins",1,1,3,3,2,4,2,1,2,2,3,2,4,3,1,1,2,3
"967","C20155","Kansas","KS","Reno",1,1,3,3,2,5,4,1,4,2,4,3,5,5,1,1,3,3
"968","C20157","Kansas","KS","Republic",1,1,3,2,2,4,3,1,3,2,4,2,4,3,1,1,2,2
"969","C20159","Kansas","KS","Rice",1,1,3,3,2,5,3,1,3,2,4,2,5,4,1,1,2,3
"970","C20161","Kansas","KS","Riley",1,1,3,2,2,4,4,1,4,2,4,2,4,3,1,1,2,3
"971","C20163","Kansas","KS","Rooks",1,1,3,3,2,4,3,1,3,2,3,2,4,3,1,1,2,3
"972","C20165","Kansas","KS","Rush",1,1,3,3,2,5,2,1,3,2,3,2,4,3,1,1,2,3
"973","C20167","Kansas","KS","Russell",1,1,3,3,2,5,3,1,3,2,3,2,4,3,1,1,2,3
"974","C20169","Kansas","KS","Saline",1,1,3,2,2,4,4,1,4,2,4,2,5,3,1,1,2,3
"975","C20171","Kansas","KS","Scott",1,1,3,3,2,4,2,1,2,2,3,2,4,3,1,1,2,3
"976","C20173","Kansas","KS","Sedgwick",1,1,3,3,2,5,4,2,3,2,4,3,5,4,1,1,2,3
"977","C20175","Kansas","KS","Seward",1,1,3,4,2,5,2,1,3,2,3,2,4,3,1,1,2,3
"978","C20177","Kansas","KS","Shawnee",1,1,3,2,2,5,4,1,4,2,4,3,5,2,1,1,2,3
"979","C20179","Kansas","KS","Sheridan",1,1,3,3,2,4,2,1,2,2,3,2,4,3,1,1,2,3
"980","C20181","Kansas","KS","Sherman",1,1,3,3,2,4,2,1,2,2,3,2,4,4,1,1,2,3
"981","C20183","Kansas","KS","Smith",1,1,3,3,2,4,3,1,3,2,3,2,4,3,1,1,2,3
"982","C20185","Kansas","KS","Stafford",1,1,3,3,2,5,2,1,3,2,4,2,5,4,1,1,2,3
"983","C20187","Kansas","KS","Stanton",1,1,3,4,2,4,2,1,2,2,3,2,3,3,1,1,2,2
"984","C20189","Kansas","KS","Stevens",1,1,3,4,2,4,2,1,3,2,3,2,3,3,1,1,2,3
"985","C20191","Kansas","KS","Sumner",1,1,3,3,2,5,5,2,3,2,4,3,5,4,1,1,2,3
"986","C20193","Kansas","KS","Thomas",1,1,3,3,2,4,2,1,2,2,3,2,4,4,1,1,2,3
"987","C20195","Kansas","KS","Trego",1,1,3,3,2,5,2,1,3,2,3,2,4,4,1,1,2,3
"988","C20197","Kansas","KS","Wabaunsee",1,1,3,2,2,4,4,1,3,2,4,2,5,3,1,1,2,3
"989","C20199","Kansas","KS","Wallace",1,1,3,3,2,4,2,1,2,2,3,2,4,4,1,1,2,3
"990","C20201","Kansas","KS","Washington",1,1,3,2,2,4,3,1,4,2,4,2,4,3,1,1,2,3
"991","C20203","Kansas","KS","Wichita",1,1,3,3,2,4,2,1,2,2,3,2,4,3,1,1,2,3
"992","C20205","Kansas","KS","Wilson",1,1,3,2,2,4,5,1,2,2,4,2,4,2,1,1,2,3
"993","C20207","Kansas","KS","Woodson",1,1,3,2,2,4,5,1,3,2,4,2,4,2,1,1,2,3
"994","C20209","Kansas","KS","Wyandotte",1,1,3,2,2,4,5,1,3,2,4,2,5,2,1,1,2,3
"995","C21001","Kentucky","KY","Adair",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"996","C21003","Kentucky","KY","Allen",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"997","C21005","Kentucky","KY","Anderson",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,3
"998","C21007","Kentucky","KY","Ballard",1,1,3,2,2,3,3,2,4,2,4,3,3,2,1,1,2,3
"999","C21009","Kentucky","KY","Barren",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,2
"1000","C21011","Kentucky","KY","Bath",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,3
"1001","C21013","Kentucky","KY","Bell",1,1,3,2,2,3,2,2,2,2,3,3,4,2,1,1,4,3
"1002","C21015","Kentucky","KY","Boone",1,1,3,2,2,3,3,2,3,2,4,3,4,2,1,1,2,3
"1003","C21017","Kentucky","KY","Bourbon",1,1,3,2,2,3,2,2,3,2,4,3,4,2,1,1,2,3
"1004","C21019","Kentucky","KY","Boyd",1,1,3,2,2,3,2,2,3,2,4,3,3,2,1,1,2,2
"1005","C21021","Kentucky","KY","Boyle",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1006","C21023","Kentucky","KY","Bracken",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,3
"1007","C21025","Kentucky","KY","Breathitt",1,1,3,2,2,3,2,2,2,2,4,3,4,2,1,1,5,2
"1008","C21027","Kentucky","KY","Breckinridge",1,1,3,2,2,3,3,2,4,2,4,2,5,2,1,1,2,3
"1009","C21029","Kentucky","KY","Bullitt",1,1,3,2,2,3,3,2,3,2,4,2,5,2,1,1,2,3
"1010","C21031","Kentucky","KY","Butler",1,1,3,2,2,3,3,2,4,2,4,4,4,2,1,1,2,2
"1011","C21033","Kentucky","KY","Caldwell",1,1,3,2,2,3,3,2,4,2,4,2,4,2,1,1,2,3
"1012","C21035","Kentucky","KY","Calloway",1,1,3,2,2,3,3,2,4,2,4,3,3,2,1,1,2,2
"1013","C21037","Kentucky","KY","Campbell",1,1,3,2,2,3,3,2,3,2,4,3,3,2,1,1,2,3
"1014","C21039","Kentucky","KY","Carlisle",1,1,3,2,2,3,3,2,4,2,4,3,3,2,1,1,2,3
"1015","C21041","Kentucky","KY","Carroll",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,3
"1016","C21043","Kentucky","KY","Carter",1,1,3,2,2,3,2,2,3,2,4,3,3,2,1,1,2,2
"1017","C21045","Kentucky","KY","Casey",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1018","C21047","Kentucky","KY","Christian",1,1,3,2,2,3,3,2,4,2,4,3,4,3,1,1,2,2
"1019","C21049","Kentucky","KY","Clark",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,3
"1020","C21051","Kentucky","KY","Clay",1,1,3,2,2,3,2,2,2,2,4,2,4,2,1,1,5,2
"1021","C21053","Kentucky","KY","Clinton",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,2
"1022","C21055","Kentucky","KY","Crittenden",1,1,3,2,2,3,3,2,4,2,4,3,4,2,1,1,2,3
"1023","C21057","Kentucky","KY","Cumberland",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,2
"1024","C21059","Kentucky","KY","Daviess",1,1,3,2,2,3,3,2,4,2,4,3,4,2,1,1,2,3
"1025","C21061","Kentucky","KY","Edmonson",1,1,3,2,2,3,3,2,3,2,4,2,5,2,1,1,2,2
"1026","C21063","Kentucky","KY","Elliott",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,3
"1027","C21065","Kentucky","KY","Estill",1,1,3,2,2,3,2,2,3,2,4,3,5,2,1,1,2,2
"1028","C21067","Kentucky","KY","Fayette",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,3
"1029","C21069","Kentucky","KY","Fleming",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,3
"1030","C21071","Kentucky","KY","Floyd",1,1,3,2,2,3,2,2,2,3,4,3,3,2,1,1,5,3
"1031","C21073","Kentucky","KY","Franklin",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1032","C21075","Kentucky","KY","Fulton",1,1,3,2,2,3,3,2,4,2,4,3,3,2,1,1,2,3
"1033","C21077","Kentucky","KY","Gallatin",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,3
"1034","C21079","Kentucky","KY","Garrard",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1035","C21081","Kentucky","KY","Grant",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,3
"1036","C21083","Kentucky","KY","Graves",1,1,3,2,2,3,3,2,5,2,4,3,3,2,1,1,2,3
"1037","C21085","Kentucky","KY","Grayson",1,1,3,2,2,3,3,2,4,2,4,2,5,2,1,1,2,3
"1038","C21087","Kentucky","KY","Green",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1039","C21089","Kentucky","KY","Greenup",1,1,3,2,2,3,2,2,3,2,4,3,3,2,1,1,2,2
"1040","C21091","Kentucky","KY","Hancock",1,1,3,2,2,3,3,2,4,2,4,2,4,2,1,1,2,3
"1041","C21093","Kentucky","KY","Hardin",1,1,3,2,2,3,3,2,3,2,4,2,5,2,1,1,2,3
"1042","C21095","Kentucky","KY","Harlan",1,1,3,2,2,3,2,2,2,2,3,2,4,2,1,1,4,3
"1043","C21097","Kentucky","KY","Harrison",1,1,3,2,2,3,2,2,3,2,4,2,4,2,1,1,2,3
"1044","C21099","Kentucky","KY","Hart",1,1,3,2,2,3,3,2,3,2,4,2,5,2,1,1,2,2
"1045","C21101","Kentucky","KY","Henderson",1,1,3,2,2,3,3,2,4,2,4,3,4,2,1,1,2,3
"1046","C21103","Kentucky","KY","Henry",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,3
"1047","C21105","Kentucky","KY","Hickman",1,1,3,2,2,3,3,2,4,2,4,3,3,2,1,1,2,3
"1048","C21107","Kentucky","KY","Hopkins",1,1,3,2,2,3,3,2,4,2,4,2,4,2,1,1,2,3
"1049","C21109","Kentucky","KY","Jackson",1,1,3,2,2,3,2,2,2,2,4,2,5,2,1,1,4,2
"1050","C21111","Kentucky","KY","Jefferson",1,1,3,2,2,3,3,2,3,2,4,4,5,2,1,1,2,2
"1051","C21113","Kentucky","KY","Jessamine",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,3
"1052","C21115","Kentucky","KY","Johnson",1,1,3,2,2,3,2,2,2,2,3,2,3,2,1,1,4,3
"1053","C21117","Kentucky","KY","Kenton",1,1,3,2,2,3,3,2,3,2,4,3,3,2,1,1,2,3
"1054","C21119","Kentucky","KY","Knott",1,1,3,2,2,3,2,2,2,3,3,2,4,2,1,1,5,3
"1055","C21121","Kentucky","KY","Knox",1,1,3,2,2,3,2,2,2,2,4,3,4,2,1,1,5,2
"1056","C21123","Kentucky","KY","Larue",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1057","C21125","Kentucky","KY","Laurel",1,1,3,2,2,3,2,2,2,2,4,2,5,2,1,1,5,2
"1058","C21127","Kentucky","KY","Lawrence",1,1,3,2,2,3,2,2,2,2,4,2,3,2,1,1,3,2
"1059","C21129","Kentucky","KY","Lee",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,3,2
"1060","C21131","Kentucky","KY","Leslie",1,1,3,2,2,3,2,2,2,2,3,2,4,2,1,1,4,3
"1061","C21133","Kentucky","KY","Letcher",1,1,3,2,2,3,2,2,2,2,3,3,4,2,1,1,4,3
"1062","C21135","Kentucky","KY","Lewis",1,1,3,2,2,3,3,2,3,2,4,3,3,2,1,1,2,3
"1063","C21137","Kentucky","KY","Lincoln",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1064","C21139","Kentucky","KY","Livingston",1,1,3,2,2,3,3,2,4,2,4,3,4,2,1,1,2,3
"1065","C21141","Kentucky","KY","Logan",1,1,3,2,2,3,3,2,3,2,4,2,4,2,1,1,2,2
"1066","C21143","Kentucky","KY","Lyon",1,1,3,2,2,3,3,2,4,2,4,2,4,2,1,1,2,3
"1067","C21145","Kentucky","KY","McCracken",1,1,3,2,2,3,3,2,4,2,4,4,4,2,1,1,2,3
"1068","C21147","Kentucky","KY","McCreary",1,1,3,2,2,3,2,2,2,2,4,2,4,2,1,1,4,2
"1069","C21149","Kentucky","KY","McLean",1,1,3,2,2,3,3,2,4,2,4,3,4,2,1,1,2,3
"1070","C21151","Kentucky","KY","Madison",1,1,3,2,2,3,2,2,3,2,4,3,5,2,1,1,2,2
"1071","C21153","Kentucky","KY","Magoffin",1,1,3,2,2,3,2,2,2,2,4,2,4,2,1,1,5,3
"1072","C21155","Kentucky","KY","Marion",1,1,3,2,2,3,2,2,3,2,4,2,5,2,1,1,2,2
"1073","C21157","Kentucky","KY","Marshall",1,1,3,2,2,3,3,2,4,2,4,2,3,2,1,1,2,3
