"","NRI_ID","STATE","STATEABBRV","COUNTY","AVLN_risk","CFLD_risk","CWAV_risk","DRGT_risk","ERQK_risk","HAIL_risk","HWAV_risk","HRCN_risk","ISTM_risk","LNDS_risk","LTNG_risk","RFLD_risk","SWND_risk","TRND_risk","TSUN_risk","VLCN_risk","WFIR_risk","WNTW_risk"
"384","C12125","Florida","FL","Union","Very Low","Low","Middle","Low","Low","Low","Low","High","Very Low","Low","High","Low","Low","Low","Very Low","Very Low","Middle","Low"
"385","C12127","Florida","FL","Volusia","Very Low","Middle","Middle","Low","Low","Middle","Low","High","Very Low","Low","Very High","Low","Low","Middle","Very Low","Very Low","High","Low"
"386","C12129","Florida","FL","Wakulla","Very Low","High","Middle","Low","Low","Low","Low","High","Very Low","Low","High","Low","Low","Low","Very Low","Very Low","Middle","Low"
"387","C12131","Florida","FL","Walton","Very Low","Middle","Middle","Low","Low","Low","Low","High","Low","Low","Very High","Low","Low","Middle","Very Low","Very Low","Low","Low"
"388","C12133","Florida","FL","Washington","Very Low","Low","Middle","Middle","Low","Low","Low","High","Very Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"389","C13001","Georgia","GA","Appling","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"390","C13003","Georgia","GA","Atkinson","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"391","C13005","Georgia","GA","Bacon","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"392","C13007","Georgia","GA","Baker","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"393","C13009","Georgia","GA","Baldwin","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"394","C13011","Georgia","GA","Banks","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"395","C13013","Georgia","GA","Barrow","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"396","C13015","Georgia","GA","Bartow","Very Low","Very Low","Middle","Middle","Low","High","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"397","C13017","Georgia","GA","Ben Hill","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"398","C13019","Georgia","GA","Berrien","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"399","C13021","Georgia","GA","Bibb","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"400","C13023","Georgia","GA","Bleckley","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"401","C13025","Georgia","GA","Brantley","Very Low","Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"402","C13027","Georgia","GA","Brooks","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"403","C13029","Georgia","GA","Bryan","Very Low","High","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Middle","Low"
"404","C13031","Georgia","GA","Bulloch","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"405","C13033","Georgia","GA","Burke","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"406","C13035","Georgia","GA","Butts","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"407","C13037","Georgia","GA","Calhoun","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"408","C13039","Georgia","GA","Camden","Very Low","High","Middle","Middle","Low","Low","Low","High","Low","Low","Very High","Low","Low","Low","Very Low","Very Low","Middle","Low"
"409","C13043","Georgia","GA","Candler","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"410","C13045","Georgia","GA","Carroll","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"411","C13047","Georgia","GA","Catoosa","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"412","C13049","Georgia","GA","Charlton","Very Low","Low","Middle","Middle","Low","Middle","Low","High","Low","Low","Very High","Low","Low","Low","Very Low","Very Low","Middle","Low"
"413","C13051","Georgia","GA","Chatham","Very Low","High","Middle","Low","Low","Middle","Middle","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Middle","Low"
"414","C13053","Georgia","GA","Chattahoochee","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"415","C13055","Georgia","GA","Chattooga","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"416","C13057","Georgia","GA","Cherokee","Very Low","Very Low","Middle","Middle","Low","High","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"417","C13059","Georgia","GA","Clarke","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"418","C13061","Georgia","GA","Clay","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"419","C13063","Georgia","GA","Clayton","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"420","C13065","Georgia","GA","Clinch","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"421","C13067","Georgia","GA","Cobb","Very Low","Very Low","Middle","Middle","Low","High","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"422","C13069","Georgia","GA","Coffee","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"423","C13071","Georgia","GA","Colquitt","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"424","C13073","Georgia","GA","Columbia","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"425","C13075","Georgia","GA","Cook","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"426","C13077","Georgia","GA","Coweta","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"427","C13079","Georgia","GA","Crawford","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"428","C13081","Georgia","GA","Crisp","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"429","C13083","Georgia","GA","Dade","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","High","Low","Very Low","Very Low","Low","Low"
"430","C13085","Georgia","GA","Dawson","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"431","C13087","Georgia","GA","Decatur","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"432","C13089","Georgia","GA","DeKalb","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"433","C13091","Georgia","GA","Dodge","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"434","C13093","Georgia","GA","Dooly","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"435","C13095","Georgia","GA","Dougherty","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"436","C13097","Georgia","GA","Douglas","Very Low","Very Low","Middle","Middle","Low","High","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"437","C13099","Georgia","GA","Early","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"438","C13101","Georgia","GA","Echols","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"439","C13103","Georgia","GA","Effingham","Very Low","Low","Middle","Middle","Low","Middle","Low","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"440","C13105","Georgia","GA","Elbert","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Low"
"441","C13107","Georgia","GA","Emanuel","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"442","C13109","Georgia","GA","Evans","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"443","C13111","Georgia","GA","Fannin","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"444","C13113","Georgia","GA","Fayette","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"445","C13115","Georgia","GA","Floyd","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"446","C13117","Georgia","GA","Forsyth","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"447","C13119","Georgia","GA","Franklin","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"448","C13121","Georgia","GA","Fulton","Very Low","Very Low","Middle","Middle","Low","High","Low","Low","High","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Low"
"449","C13123","Georgia","GA","Gilmer","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"450","C13125","Georgia","GA","Glascock","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"451","C13127","Georgia","GA","Glynn","Very Low","High","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Middle","Low"
"452","C13129","Georgia","GA","Gordon","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"453","C13131","Georgia","GA","Grady","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"454","C13133","Georgia","GA","Greene","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"455","C13135","Georgia","GA","Gwinnett","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"456","C13137","Georgia","GA","Habersham","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"457","C13139","Georgia","GA","Hall","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"458","C13141","Georgia","GA","Hancock","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"459","C13143","Georgia","GA","Haralson","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"460","C13145","Georgia","GA","Harris","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"461","C13147","Georgia","GA","Hart","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Low"
"462","C13149","Georgia","GA","Heard","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"463","C13151","Georgia","GA","Henry","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"464","C13153","Georgia","GA","Houston","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"465","C13155","Georgia","GA","Irwin","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"466","C13157","Georgia","GA","Jackson","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"467","C13159","Georgia","GA","Jasper","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"468","C13161","Georgia","GA","Jeff Davis","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"469","C13163","Georgia","GA","Jefferson","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"470","C13165","Georgia","GA","Jenkins","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"471","C13167","Georgia","GA","Johnson","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"472","C13169","Georgia","GA","Jones","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"473","C13171","Georgia","GA","Lamar","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"474","C13173","Georgia","GA","Lanier","Very Low","Very Low","Middle","Low","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"475","C13175","Georgia","GA","Laurens","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"476","C13177","Georgia","GA","Lee","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"477","C13179","Georgia","GA","Liberty","Very Low","High","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"478","C13181","Georgia","GA","Lincoln","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"479","C13183","Georgia","GA","Long","Very Low","Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"480","C13185","Georgia","GA","Lowndes","Very Low","Very Low","Middle","Low","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"481","C13187","Georgia","GA","Lumpkin","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Middle"
"482","C13189","Georgia","GA","McDuffie","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"483","C13191","Georgia","GA","McIntosh","Very Low","High","Middle","Low","Low","Middle","Low","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","High","Low"
"484","C13193","Georgia","GA","Macon","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"485","C13195","Georgia","GA","Madison","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"486","C13197","Georgia","GA","Marion","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"487","C13199","Georgia","GA","Meriwether","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"488","C13201","Georgia","GA","Miller","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"489","C13205","Georgia","GA","Mitchell","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"490","C13207","Georgia","GA","Monroe","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"491","C13209","Georgia","GA","Montgomery","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"492","C13211","Georgia","GA","Morgan","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"493","C13213","Georgia","GA","Murray","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"494","C13215","Georgia","GA","Muscogee","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"495","C13217","Georgia","GA","Newton","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"496","C13219","Georgia","GA","Oconee","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"497","C13221","Georgia","GA","Oglethorpe","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"498","C13223","Georgia","GA","Paulding","Very Low","Very Low","Middle","Middle","Low","High","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"499","C13225","Georgia","GA","Peach","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"500","C13227","Georgia","GA","Pickens","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"501","C13229","Georgia","GA","Pierce","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"502","C13231","Georgia","GA","Pike","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"503","C13233","Georgia","GA","Polk","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"504","C13235","Georgia","GA","Pulaski","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"505","C13237","Georgia","GA","Putnam","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"506","C13239","Georgia","GA","Quitman","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"507","C13241","Georgia","GA","Rabun","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"508","C13243","Georgia","GA","Randolph","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"509","C13245","Georgia","GA","Richmond","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","High","Low","High","Low","High","Low","Very Low","Very Low","Low","Low"
"510","C13247","Georgia","GA","Rockdale","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"511","C13249","Georgia","GA","Schley","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"512","C13251","Georgia","GA","Screven","Very Low","Low","Middle","Middle","Low","Middle","Low","High","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"513","C13253","Georgia","GA","Seminole","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"514","C13255","Georgia","GA","Spalding","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"515","C13257","Georgia","GA","Stephens","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"516","C13259","Georgia","GA","Stewart","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"517","C13261","Georgia","GA","Sumter","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"518","C13263","Georgia","GA","Talbot","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"519","C13265","Georgia","GA","Taliaferro","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"520","C13267","Georgia","GA","Tattnall","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"521","C13269","Georgia","GA","Taylor","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"522","C13271","Georgia","GA","Telfair","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"523","C13273","Georgia","GA","Terrell","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"524","C13275","Georgia","GA","Thomas","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"525","C13277","Georgia","GA","Tift","Very Low","Very Low","Middle","Middle","Low","Low","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"526","C13279","Georgia","GA","Toombs","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"527","C13281","Georgia","GA","Towns","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"528","C13283","Georgia","GA","Treutlen","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"529","C13285","Georgia","GA","Troup","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"530","C13287","Georgia","GA","Turner","Very Low","Very Low","Middle","Middle","Low","Low","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"531","C13289","Georgia","GA","Twiggs","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"532","C13291","Georgia","GA","Union","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"533","C13293","Georgia","GA","Upson","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"534","C13295","Georgia","GA","Walker","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","High","Low","Very Low","Very Low","Low","Low"
"535","C13297","Georgia","GA","Walton","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"536","C13299","Georgia","GA","Ware","Very Low","Very Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"537","C13301","Georgia","GA","Warren","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"538","C13303","Georgia","GA","Washington","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"539","C13305","Georgia","GA","Wayne","Very Low","Low","Middle","Middle","Low","Middle","Low","High","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"540","C13307","Georgia","GA","Webster","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"541","C13309","Georgia","GA","Wheeler","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"542","C13311","Georgia","GA","White","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Middle"
"543","C13313","Georgia","GA","Whitfield","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"544","C13315","Georgia","GA","Wilcox","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"545","C13317","Georgia","GA","Wilkes","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
